Année;RNE;Nom établissement;Localité;Département;Label;Position
2018;0660016J;Collège la Garrigole;Perpignan;66;2;42.6948472397, 2.86727657243
2018;0660018L;Collège Madame de Sévigné;Perpignan;66;2;42.6842308397, 2.88608980902
2018;0660028X;Collège Jean Mermoz;Saint-Laurent-de-la-Salanque;66;1;42.7715648368, 2.98475020405
2018;0660601V;Collège Jean Amade;Céret;66;3;42.4868710371, 2.75436022644
2019;0110037F;Collège Alain;Carcassonne;11;2;43.2109519063, 2.33162942174
2019;0110067N;Collège les Mailheuls;Coursan;11;1;43.2319006101, 3.06104029549
2019;0110675Z;Collège Michel Bousquié;Quillan;11;2;42.876164008, 2.17579041988
2019;0110725D;Collège la Nadière;Port-la-Nouvelle;11;3;43.0152938287, 3.0473402655
2019;0110825M;Collège les Fontanilles;Castelnaudary;11;2;43.3181114475, 1.94445047802
2019;0110870L;Collège Antoine Pons;Chalabre;11;2;42.9851089045, 2.00497993951
2019;0300001N;Collège Irène Joliot Curie;Aigues-Mortes;30;1;43.5676500654, 4.20215017098
2019;0300016E;Collège de la Regordane;Génolhac;30;2;44.3495919152, 3.94858022887
2019;0300039E;Collège de la Galaberte;Saint-Hippolyte-du-Fort;30;1;43.9631396836, 3.85859982594
2019;0300043J;Collège Jean Baptiste Dumas;Salindres;30;2;44.1664128318, 4.16061997374
2019;0300929X;Collège du Mont Duplan;Nîmes;30;3;43.8433058201, 4.36424053265
2019;0301012M;Collège Léo Larguier;La Grand-Combe;30;2;44.2101391558, 4.03036051229
2019;0301013N;Collège Jean Moulin;Alès;30;2;44.13184497, 4.07762997317
2019;0301213F;Collège Paul Valéry;Roquemaure;30;3;44.0480398242, 4.78033053981
2019;0301245R;Collège Lou Castellas;Marguerittes;30;3;43.8643880293, 4.44129998288
2019;0301284H;Collège Jean Rostand;Nîmes;30;3;43.8453349382, 4.3436104753
2019;0301326D;Collège André Chamson;Le Vigan;30;2;43.989870598, 3.60065939066
2019;0301327E;Collège Gérard Philipe;Bagnols-sur-Cèze;30;2;44.1618283977, 4.61622996246
2019;0301656M;Collège Claudie Haigneré;Rochefort-du-Gard;30;1;43.9738250696, 4.677720001
2019;0301747L;Collège;Lédignan;30;1;43.9840086522, 4.10706037412
2019;0340053Y;Collège Croix d'Argent;Montpellier;34;3;43.5901236713, 3.86672053586
2019;0340086J;Collège Frédéric Bazille;Castelnau-le-Lez;34;2;43.6339667949, 3.90880976798
2019;0340996Y;Collège les Escholiers de la Mosson;Montpellier;34;2;43.6337390636, 3.82164956652
2019;0341028H;Collège Georges Brassens;Lattes;34;1;43.5669672693, 3.8996797337
2019;0341368C;Collège de l'Étang de l'Or;Mauguio;34;3;43.6126507357, 4.00806047562
2019;0341387Y;Collège Alfred Crouzet;Servian;34;1;43.4237809859, 3.30698015302
2019;0341705U;Collège Alain Savary;Saint-Mathieu-de-Tréviers;34;3;43.7625738486, 3.86340969268
2019;0342224H;Collège Olympe de Gouges;Loupian;34;2;43.4477739876, 3.6074897953
2019;0480001R;Collège Henri Rouvière;Le Bleymard;48;3;44.4893577861, 3.73783029606
2019;0480004U;Collège Marthe Dupeyron;Langogne;48;3;44.7235510008, 3.85283017106
2019;0480006W;Collège Sport Nature;La Canourgue;48;3;44.4304664308, 3.21929027799
2019;0480013D;Collège Haut Gévaudan;Saint-Chély-d'Apcher;48;3;44.8073524329, 3.26968062011
2019;0660012E;Collège Joseph Sébastien Pons;Perpignan;66;1;42.7197414277, 2.89175023197
2019;0660038H;Collège de la Côte Vermeille;Port-Vendres;66;2;42.520036821, 3.10255948226
2019;0660521H;Collège Pablo Casals;Cabestany;66;3;42.6764094572, 2.94332002109
2019;0660522J;Collège Marcel Pagnol;Perpignan;66;3;42.7121514378, 2.88187030741
2019;0660601V;Collège Jean Amade;Céret;66;3;42.4868710371, 2.75436022644
2019;0660866H;Collège Jean Rous;Pia;66;2;42.7401372813, 2.92554017198
2019;0660925X;Collège Christian Bourquin;Millas;66;3;42.6864276173, 2.68759941973
2020;0110015G;Collège Jean Baptiste Bieules;Couiza;11;3;42.9407637127, 2.25507021071
2020;0110021N;Collège Victor Hugo;Narbonne;11;1;43.1878051934, 3.00615001634
2020;0110665N;Collège Varsovie;Carcassonne;11;2;43.2137760413, 2.34773990008
2020;0110667R;Collège Pierre et Marie Curie;Rieux-Minervois;11;1;43.2816347265, 2.58131002347
2020;0110859Z;Collège Joseph Delteil;Limoux;11;1;43.0641830596, 2.21530968734
2020;0300001N;Collège Irène Joliot Curie;Aigues-Mortes;30;1;43.5676500654, 4.20215017098
2020;0300020J;Collège Antoine Deparcieux;Le Martinet;30;1;44.252830676, 4.08464044227
2020;0300031W;Collège George Ville;Pont-Saint-Esprit;30;3;44.2562769196, 4.64588054318
2020;0300037C;Collège Jean Vilar;Saint-Gilles;30;3;43.6857190477, 4.43333951677
2020;0300947S;Collège Alphonse Daudet;Alès;30;1;44.1352924236, 4.08584945806
2020;0301014P;Collège Denis Diderot;Alès;30;3;44.1328062981, 4.07873052994
2020;0301096D;Collège la Vallée Verte;Vauvert;30;1;43.6876211755, 4.27148012771
2020;0301209B;Collège les Fontaines;Bouillargues;30;3;43.8003340623, 4.43454976935
2020;0301232B;Collège Gaston Doumergue;Sommières;30;3;43.7847374416, 4.08325039108
2020;0301284H;Collège Jean Rostand;Nîmes;30;3;43.8453349382, 4.3436104753
2020;0301656M;Collège Claudie Haigneré;Rochefort-du-Gard;30;1;43.9738250696, 4.677720001
2020;0301747L;Collège;Lédignan;30;2;43.9840086522, 4.10706037412
2020;0301816L;Collège Claude Chappe;Gallargues-le-Montueux;30;1;43.7180458029, 4.17628042313
2020;0340008Z;Collège Victor Hugo;Bessan;34;2;43.3632534598, 3.42253958791
2020;0340066M;Collège UPP Bédarieux;Saint-Gervais-sur-Mare;34;3;43.6531951422, 3.04152960191
2020;0340115R;Collège Paul Valéry;Sète;34;1;43.4012170981, 3.69155034747
2020;0340117T;Collège Paul Dardé;Lodève;34;2;43.7312528727, 3.30945029518
2020;0340119V;Collège Ferdinand Fabre;Bédarieux;34;3;43.6109247059, 3.15462945714
2020;0340972X;Collège Victor Hugo;Sète;34;2;43.4084449513, 3.70024943939
2020;0341280G;Collège les Pins;Castries;34;2;43.6830372278, 3.98875955951
2020;0341366A;Collège du Salagou;Clermont-l'Hérault;34;2;43.6341692684, 3.43125035714
2020;0341421K;Collège Joffre;Montpellier;34;2;43.6117701665, 3.88673979066
2020;0342076X;Collège de la Petite Camargue;Lansargues;34;3;43.6548701317, 4.08186989454
2020;0342131G;Collège François Rabelais;Montpellier;34;2;43.6260229991, 3.83347044839
2020;0480004U;Collège Marthe Dupeyron;Langogne;48;3;44.7235510008, 3.85283017106
2020;0480013D;Collège Haut Gévaudan;Saint-Chély-d'Apcher;48;3;44.8073524329, 3.26968062011
2020;0660001T;Collège des Albères;Argelès-sur-Mer;66;1;42.5500382677, 3.02841056816
2020;0660007Z;Collège Irène Joliot Curie;Estagel;66;1;42.7703572832, 2.69483024839
2020;0660037G;Collège Joffre;Rivesaltes;66;2;42.767749446, 2.87938008707
2020;0660038H;Collège de la Côte Vermeille;Port-Vendres;66;2;42.520036821, 3.10255948226
2020;0660049V;Collège Jean Moulin;Perpignan;66;1;42.6969467289, 2.899559487
2020;0660600U;Collège Cerdanya;Bourg-Madame;66;1;42.4348677189, 1.94906024422
2020;0660601V;Collège Jean Amade;Céret;66;3;42.4868710371, 2.75436022644
2021;0110011C;Collège Blaise d'Auriol;Castelnaudary;11;3;43.3163356798, 1.95829006889
2021;0110026U;Collège Jules Ferry;Narbonne;11;3;43.1789454566, 3.00081979452
2021;0110825M;Collège les Fontanilles;Castelnaudary;11;2;43.3181114475, 1.94445047802
2021;0300013B;Collège Le Castellas;Bessèges;30;3;44.2934511404, 4.09540034382
2021;0300031W;Collège George Ville;Pont-Saint-Esprit;30;3;44.2562769196, 4.64588054318
2021;0300055X;Collège Bernard de Ventadour;Bagnols-sur-Cèze;30;2;44.1625564528, 4.61367940487
2021;0300062E;Collège Capouchiné;Nîmes;30;3;43.8224816364, 4.35695996915
2021;0301096D;Collège la Vallée Verte;Vauvert;30;1;43.6876211755, 4.27148012771
2021;0301098F;Collège les Oliviers;Nîmes;30;2;43.8339248311, 4.38472962159
2021;0301213F;Collège Paul Valéry;Roquemaure;30;1;44.0480398242, 4.78033053981
2021;0301282F;Collège Elsa Triolet;Beaucaire;30;3;43.8104670616, 4.62201018325
2021;0301325C;Collège Henri Pitot;Aramon;30;2;43.8882210597, 4.67947010181
2021;0301656M;Collège Claudie Haigneré;Rochefort-du-Gard;30;1;43.9738250696, 4.677720001
2021;0301747L;Collège;Lédignan;30;2;43.9840086522, 4.10706037412
2021;0340025T;Collège les Deux Pins;Frontignan;34;1;43.4538921201, 3.75115012585
2021;0340032A;Collège les Arbourys;Magalas;34;1;43.4705426287, 3.22338016058
2021;0340051W;Collège Fontcarrade;Montpellier;34;3;43.6075877251, 3.85417007214
2021;0340057C;Collège Antoine Fauré;Olonzac;34;2;43.2819795951, 2.72991000174
2021;0340110K;Collège Pic Saint Loup;Saint-Clément-de-Rivière;34;2;43.6817773311, 3.84701056038
2021;0340118U;Collège Henri IV;Béziers;34;2;43.3437274675, 3.21021014725
2021;0340955D;Collège Simone Veil;Montpellier;34;3;43.6180403594, 3.84792979907
2021;0341277D;Collège les Aiguerelles;Montpellier;34;1;43.5975367249, 3.89212977987
2021;0341280G;Collège les Pins;Castries;34;2;43.6830372278, 3.98875955951
2021;0341321B;Collège Katia et Maurice Krafft;Béziers;34;2;43.3368266518, 3.249580225
2021;0341368C;Collège de l'Étang de l'Or;Mauguio;34;1;43.6126507357, 4.00806047562
2021;0342052W;Collège Simone de Beauvoir;Frontignan;34;1;43.4295170364, 3.73652058744
2021;0342076X;Collège de la Petite Camargue;Lansargues;34;3;43.6548701317, 4.08186989454
2021;0342186S;Collège Max Rouquette;Saint-André-de-Sangonis;34;2;43.6546699449, 3.49792022235
2021;0480004U;Collège Marthe Dupeyron;Langogne;48;3;44.7235510008, 3.85283017106
2021;0660029Y;Collège Joseph Calvet;Saint-Paul-de-Fenouillet;66;2;42.8087998589, 2.50565044347
2021;0660037G;Collège Joffre;Rivesaltes;66;1;42.767749446, 2.87938008707
2021;0660522J;Collège Marcel Pagnol;Perpignan;66;3;42.7121514378, 2.88187030741
2022;0110021N;Collège Victor Hugo;Narbonne;11;1;43.1878051934, 3.00615001634
2022;0110025T;Collège Cité;Narbonne;11;3;43.1871871048, 3.00827041122
2022;0110675Z;Collège Michel Bousquié;Quillan;11;3;42.876164008, 2.17579041988
2022;0110825M;Collège les Fontanilles;Castelnaudary;11;2;43.3181114475, 1.94445047802
2022;0110870L;Collège Antoine Pons;Chalabre;11;3;42.9851089045, 2.00497993951
2022;0300042H;Collège Marceau Lapierre;Saint-Jean-du-Gard;30;3;44.1089710382, 3.88933994461
2022;0300141R;Collège Condorcet;Nîmes;30;1;43.8276608398, 4.33614977357
2022;0300946R;Collège Révolution;Nîmes;30;2;43.8411277221, 4.35535964864
2022;0301096D;Collège la Vallée Verte;Vauvert;30;2;43.6876211755, 4.27148012771
2022;0301671D;Collège Le Vignet;Calvisson;30;2;43.7831648894, 4.20125983579
2022;0340031Z;Collège Frédéric Mistral;Lunel;34;2;43.6719380834, 4.12396000143
2022;0340056B;Collège UPP Saint Pons de Thomières;Olargues;34;2;43.5562032972, 2.91673961042
2022;0340065L;Collège Jean Jaurès;Saint-Chinian;34;2;43.4232909976, 2.9514600811
2022;0340086J;Collège Frédéric Bazille;Castelnau-le-Lez;34;2;43.6339667949, 3.90880976798
2022;0340110K;Collège Pic Saint Loup;Saint-Clément-de-Rivière;34;2;43.6817773311, 3.84701056038
2022;0340115R;Collège Paul Valéry;Sète;34;2;43.4012170981, 3.69155034747
2022;0341321B;Collège Katia et Maurice Krafft;Béziers;34;2;43.3368266518, 3.249580225
2022;0341424N;Collège Louise Michel;Ganges;34;2;43.9366236246, 3.7052504937
2022;0341825Z;Collège Ambrussum;Lunel;34;2;43.6876054742, 4.13410022864
2022;0342130F;Collège Pierre Deley;Marseillan;34;2;43.3636032312, 3.52046025283
2022;0480004U;Collège Marthe Dupeyron;Langogne;48;3;44.7235510008, 3.85283017106
2022;0480017H;Collège Odilon Barrot;Villefort;48;3;44.4409467285, 3.92705994902
2022;0660008A;Collège Pierre Fouché;Ille-sur-Têt;66;3;42.6674347127, 2.61739054467
2022;0660022R;Collège Gustave Violet;Prades;66;3;42.619996072, 2.41849051273
2022;0660038H;Collège de la Côte Vermeille;Port-Vendres;66;2;42.520036821, 3.10255948226
2022;0660049V;Collège Jean Moulin;Perpignan;66;2;42.6969467289, 2.899559487
2022;0660521H;Collège Pablo Casals;Cabestany;66;3;42.6764094572, 2.94332002109
2022;0660522J;Collège Marcel Pagnol;Perpignan;66;3;42.7121514378, 2.88187030741
2022;0660523K;Collège Paul Langevin;Elne;66;2;42.6133158471, 2.9781896986
2022;0660848N;Collège Alice et Jean Olibo;Saint-Cyprien;66;2;42.6230964794, 3.00866033295
2022;0660864F;Collège François Mitterrand;Toulouges;66;2;42.6654908741, 2.8406905042
2017;0110021N;Collège Victor Hugo;Narbonne;11;1;43.1878051934, 3.00615001634
2017;0110665N;Collège Varsovie;Carcassonne;11;1;43.2137760413, 2.34773990008
2017;0110666P;Collège Le Bastion;Carcassonne;11;2;43.2164456747, 2.34890030778
2017;0110674Y;Collège Gaston Bonheur;Trèbes;11;1;43.2096146282, 2.45349998889
2017;0110788X;Collège Montesquieu;Narbonne;11;1;43.1934084556, 3.01872967957
2017;0300059B;Collège Jules Verne;Nîmes;30;3;43.8296391511, 4.34296054205
2017;0301098F;Collège les Oliviers;Nîmes;30;2;43.8339248311, 4.38472962159
2017;0301245R;Collège Lou Castellas;Marguerittes;30;2;43.8643880293, 4.44129998288
2017;0301326D;Collège André Chamson;Le Vigan;30;1;43.989870598, 3.60065939066
2017;0301671D;Collège Le Vignet;Calvisson;30;1;43.7831648894, 4.20125983579
2017;0340109J;Collège les Garrigues;Montpellier;34;3;43.6426440098, 3.8170897104
2017;0340111L;Collège Clémenceau;Montpellier;34;2;43.6021807686, 3.8731804287
2017;0341030K;Collège Camille Claudel;Montpellier;34;2;43.6165476424, 3.86244060701
2017;0341280G;Collège les Pins;Castries;34;1;43.6830372278, 3.98875955951
2017;0341321B;Collège Katia et Maurice Krafft;Béziers;34;1;43.3368266518, 3.249580225
2017;0341367B;Collège Paul Bert;Capestang;34;1;43.329458695, 3.04042023675
2017;0342077Y;Collège Ray Charles;Fabrègues;34;1;43.5608737832, 3.78969007423
2017;0480001R;Collège Henri Rouvière;Le Bleymard;48;3;44.4893577861, 3.73783029606
2017;0480002S;Collège Henri Gamala;Le Collet-de-Dèze;48;3;44.2458831779, 3.91986047952
2017;0480003T;Collège des Trois Vallées;Florac;48;2;44.3219028103, 3.59757997599
2017;0480006W;Collège Sport Nature;La Canourgue;48;1;44.4304664308, 3.21929027799
2017;0660037G;Collège Joffre;Rivesaltes;66;2;42.767749446, 2.87938008707
2017;0660523K;Collège Paul Langevin;Elne;66;1;42.6133158471, 2.9781896986
2017;0660601V;Collège Jean Amade;Céret;66;3;42.4868710371, 2.75436022644
2017;0660648W;Collège la Côte Radieuse;Canet-en-Roussillon;66;1;42.7051558749, 2.99772032008
2017;0660866H;Collège Jean Rous;Pia;66;2;42.7401372813, 2.92554017198
2017;0660925X;Collège Christian Bourquin;Millas;66;2;42.6864276173, 2.68759941973
2018;0300006U;Collège Florian;Anduze;30;1;44.053275465, 3.98381045633
2018;0300013B;Collège Le Castellas;Bessèges;30;1;44.2934511404, 4.09540034382
2018;0300020J;Collège Antoine Deparcieux;Le Martinet;30;1;44.252830676, 4.08464044227
2018;0300033Y;Collège Voltaire;Remoulins;30;1;43.9391477432, 4.57085010929
2018;0300062E;Collège Capouchiné;Nîmes;30;1;43.8224816364, 4.35695996915
2018;0300141R;Collège Condorcet;Nîmes;30;2;43.8276608398, 4.33614977357
2018;0301098F;Collège les Oliviers;Nîmes;30;2;43.8339248311, 4.38472962159
2018;0301209B;Collège les Fontaines;Bouillargues;30;2;43.8003340623, 4.43454976935
2018;0301671D;Collège Le Vignet;Calvisson;30;1;43.7831648894, 4.20125983579
2018;0340021N;Collège Jules Ferry;Cazouls-lès-Béziers;34;1;43.3898154424, 3.1016801846
2018;0340032A;Collège les Arbourys;Magalas;34;2;43.4705426287, 3.22338016058
2018;0341277D;Collège les Aiguerelles;Montpellier;34;1;43.5975367249, 3.89212977987
2018;0341388Z;Collège Marcel Pagnol;Sérignan;34;1;43.2761956341, 3.27145043447
2018;0341537L;Collège Frédéric Mistral;Pérols;34;2;43.5612534507, 3.94976954923
2018;0342036D;Collège Pierre Mendès France;Jacou;34;1;43.6671893915, 3.91074972156
2018;0342130F;Collège Pierre Deley;Marseillan;34;1;43.3636032312, 3.52046025283
2018;0342131G;Collège François Rabelais;Montpellier;34;2;43.6260229991, 3.83347044839
2018;0342186S;Collège Max Rouquette;Saint-André-de-Sangonis;34;1;43.6546699449, 3.49792022235
2018;0342224H;Collège Olympe de Gouges;Loupian;34;2;43.4477739876, 3.6074897953
2018;0660012E;Collège Joseph Sébastien Pons;Perpignan;66;1;42.7197414277, 2.89175023197
2018;0660022R;Collège Gustave Violet;Prades;66;3;42.619996072, 2.41849051273
2018;0660634F;Collège Climatique et Sportif;Font-Romeu-Odeillo-Via;66;2;42.5150970307, 2.03995955126
2018;0660864F;Collège François Mitterrand;Toulouges;66;1;42.6654908741, 2.8406905042
2019;0110021N;Collège Victor Hugo;Narbonne;11;2;43.1878051934, 3.00615001634
2019;0110026U;Collège Jules Ferry;Narbonne;11;1;43.1789454566, 3.00081979452
2019;0110676A;Collège Saint Exupéry;Bram;11;2;43.2391799899, 2.11086056286
2019;0110788X;Collège Montesquieu;Narbonne;11;1;43.1934084556, 3.01872967957
2019;0110859Z;Collège Joseph Delteil;Limoux;11;1;43.0641830596, 2.21530968734
2019;0300013B;Collège Le Castellas;Bessèges;30;1;44.2934511404, 4.09540034382
2019;0300025P;Collège Romain Rolland;Nîmes;30;1;43.8446529432, 4.39021018203
2019;0300042H;Collège Marceau Lapierre;Saint-Jean-du-Gard;30;1;44.1089710382, 3.88933994461
2019;0300055X;Collège Bernard de Ventadour;Bagnols-sur-Cèze;30;2;44.1625564528, 4.61367940487
2019;0300946R;Collège Révolution;Nîmes;30;3;43.8411277221, 4.35535964864
2019;0301010K;Collège Ada Lovelace;Nîmes;30;3;43.8588460926, 4.39110910066
2019;0301014P;Collège Denis Diderot;Alès;30;3;44.1328062981, 4.07873052994
2019;0301096D;Collège la Vallée Verte;Vauvert;30;1;43.6876211755, 4.27148012771
2019;0301209B;Collège les Fontaines;Bouillargues;30;3;43.8003340623, 4.43454976935
2019;0301670C;Collège Frédéric Desmons;Saint-Geniès-de-Malgoirès;30;2;43.9446156949, 4.22176967663
2019;0301721H;Collège Jean Louis Trintignant;Uzès;30;3;44.028519592, 4.41477035441
2019;0301816L;Collège Claude Chappe;Gallargues-le-Montueux;30;1;43.7180458029, 4.17628042313
2019;0340031Z;Collège Frédéric Mistral;Lunel;34;2;43.6719380834, 4.12396000143
2019;0340048T;Collège Clémence Royer;Montpellier;34;1;43.6153374834, 3.87603975368
2019;0340051W;Collège Fontcarrade;Montpellier;34;3;43.6075877251, 3.85417007214
2019;0340972X;Collège Victor Hugo;Sète;34;1;43.4084449513, 3.70024943939
2019;0341032M;Collège René Cassin;Agde;34;1;43.3118517001, 3.48133007845
2019;0341277D;Collège les Aiguerelles;Montpellier;34;2;43.5975367249, 3.89212977987
2019;0341363X;Collège de la Voie Domitienne;Le Crès;34;2;43.6479920098, 3.93101951031
2019;0341364Y;Collège Gérard Philipe;Montpellier;34;3;43.5973433958, 3.88440958533
2019;0341826A;Collège François Mitterrand;Clapiers;34;2;43.6530326337, 3.8955996619
2019;0342036D;Collège Pierre Mendès France;Jacou;34;3;43.6671893915, 3.91074972156
2019;0342076X;Collège de la Petite Camargue;Lansargues;34;3;43.6548701317, 4.08186989454
2019;0342077Y;Collège Ray Charles;Fabrègues;34;1;43.5608737832, 3.78969007423
2019;0660007Z;Collège Irène Joliot Curie;Estagel;66;1;42.7703572832, 2.69483024839
2019;0660016J;Collège la Garrigole;Perpignan;66;2;42.6948472397, 2.86727657243
2019;0660019M;Collège Saint Exupéry;Perpignan;66;2;42.6809404657, 2.90278705816
2019;0660030Z;Collège Pierre Moréto;Thuir;66;2;42.6336129412, 2.7594402717
2019;0660864F;Collège François Mitterrand;Toulouges;66;3;42.6654908741, 2.8406905042
2020;0110672W;Collège Jules Verne;Carcassonne;11;2;43.2174450571, 2.35158998458
2020;0110674Y;Collège Gaston Bonheur;Trèbes;11;1;43.2096146282, 2.45349998889
2020;0110721Z;Collège Antoine Courrière;Cuxac-Cabardès;11;1;43.3618712596, 2.26580041102
2020;0110788X;Collège Montesquieu;Narbonne;11;1;43.1934084556, 3.01872967957
2020;0110825M;Collège les Fontanilles;Castelnaudary;11;2;43.3181114475, 1.94445047802
2020;0300032X;Collège de Coutach;Quissac;30;2;43.9134526084, 3.99461994587
2020;0300033Y;Collège Voltaire;Remoulins;30;2;43.9391477432, 4.57085010929
2020;0300042H;Collège Marceau Lapierre;Saint-Jean-du-Gard;30;3;44.1089710382, 3.88933994461
2020;0300062E;Collège Capouchiné;Nîmes;30;2;43.8224816364, 4.35695996915
2020;0300946R;Collège Révolution;Nîmes;30;3;43.8411277221, 4.35535964864
2020;0301214G;Collège du Mourion;Villeneuve-lès-Avignon;30;2;43.9762220762, 4.78356042514
2020;0301245R;Collège Lou Castellas;Marguerittes;30;3;43.8643880293, 4.44129998288
2020;0301283G;Collège Lou Redounet;Uzès;30;1;44.0090604673, 4.4137097897
2020;0301326D;Collège André Chamson;Le Vigan;30;3;43.989870598, 3.60065939066
2020;0301670C;Collège Frédéric Desmons;Saint-Geniès-de-Malgoirès;30;2;43.9446156949, 4.22176967663
2020;0301671D;Collège Le Vignet;Calvisson;30;2;43.7831648894, 4.20125983579
2020;0301746K;Collège Via Domitia;Manduel;30;3;43.8180264011, 4.48825017339
2020;0340032A;Collège les Arbourys;Magalas;34;2;43.4705426287, 3.22338016058
2020;0340053Y;Collège Croix d'Argent;Montpellier;34;3;43.5901236713, 3.86672053586
2020;0340086J;Collège Frédéric Bazille;Castelnau-le-Lez;34;1;43.6339667949, 3.90880976798
2020;0341705U;Collège Alain Savary;Saint-Mathieu-de-Tréviers;34;3;43.7625738486, 3.86340969268
2020;0341893Y;Collège Paul Émile Victor;Agde;34;2;43.3022597724, 3.48527038242
2020;0342077Y;Collège Ray Charles;Fabrègues;34;1;43.5608737832, 3.78969007423
2020;0480003T;Collège des Trois Vallées;Florac;48;2;44.3219028103, 3.59757997599
